"fixloc" "fixdur" "fixnr" "id"
1 399 1 "33_62"
2 350 2 "33_62"
1 320 3 "33_62"
1 122 1 "33_63"
2 434 2 "33_63"
1 283 1 "33_64"
2 351 2 "33_64"
1 518 3 "33_64"
2 507 4 "33_64"
1 176 5 "33_64"
1 292 1 "33_65"
2 438 2 "33_65"
1 259 3 "33_65"
1 160 1 "33_66"
2 458 2 "33_66"
1 199 3 "33_66"
1 297 1 "33_67"
2 617 2 "33_67"
1 240 3 "33_67"
2 378 4 "33_67"
1 363 1 "33_68"
2 237 2 "33_68"
1 265 1 "33_69"
2 542 2 "33_69"
1 662 3 "33_69"
2 399 4 "33_69"
1 1156 5 "33_69"
1 319 1 "33_70"
2 239 2 "33_70"
1 340 1 "33_71"
2 417 2 "33_71"
1 318 3 "33_71"
1 299 1 "33_72"
2 240 2 "33_72"
1 199 3 "33_72"
1 199 1 "33_73"
2 375 2 "33_73"
1 339 3 "33_73"
2 343 4 "33_73"
1 326 1 "33_74"
2 937 2 "33_74"
1 518 3 "33_74"
2 379 4 "33_74"
1 121 1 "33_75"
2 478 2 "33_75"
1 181 3 "33_75"
1 298 1 "33_76"
2 201 2 "33_76"
1 350 1 "33_77"
2 454 2 "33_77"
1 319 1 "33_78"
2 399 2 "33_78"
1 180 3 "33_78"
1 279 1 "33_79"
2 199 2 "33_79"
1 255 1 "33_80"
2 343 2 "33_80"
1 155 3 "33_80"
1 339 1 "33_81"
2 140 2 "33_81"
1 279 1 "33_82"
2 196 2 "33_82"
1 143 3 "33_82"
2 465 1 "33_83"
1 598 2 "33_83"
2 537 3 "33_83"
1 14 1 "33_84"
2 252 2 "33_84"
1 157 1 "33_85"
2 481 2 "33_85"
1 161 1 "33_86"
2 278 2 "33_86"
1 419 3 "33_86"
1 275 1 "33_87"
2 342 2 "33_87"
1 318 1 "33_88"
2 408 2 "33_88"
1 33 3 "33_88"
2 100 4 "33_88"
1 223 1 "33_89"
2 701 2 "33_89"
1 277 3 "33_89"
1 181 1 "33_90"
2 422 2 "33_90"
1 277 1 "33_91"
2 681 2 "33_91"
1 553 3 "33_91"
1 216 1 "33_92"
2 622 2 "33_92"
1 599 3 "33_92"
1 263 1 "33_93"
2 775 2 "33_93"
1 575 3 "33_93"
1 172 1 "33_94"
2 462 2 "33_94"
1 474 3 "33_94"
2 40 4 "33_94"
1 279 1 "33_95"
2 328 2 "33_95"
1 202 1 "33_96"
2 639 2 "33_96"
1 363 1 "33_97"
2 318 2 "33_97"
1 421 1 "33_98"
2 273 2 "33_98"
1 263 3 "33_98"
1 242 1 "33_99"
2 616 2 "33_99"
1 99 1 "33_100"
2 298 2 "33_100"
1 714 1 "34_1"
2 476 2 "34_1"
1 458 3 "34_1"
2 219 4 "34_1"
2 553 1 "34_2"
1 558 2 "34_2"
2 61 1 "34_3"
1 511 2 "34_3"
2 417 3 "34_3"
2 175 1 "34_4"
1 795 2 "34_4"
2 636 3 "34_4"
1 618 4 "34_4"
2 478 5 "34_4"
1 20 6 "34_4"
1 596 1 "34_5"
2 1374 2 "34_5"
1 797 3 "34_5"
2 596 4 "34_5"
1 299 5 "34_5"
1 605 1 "34_6"
2 658 2 "34_6"
1 220 3 "34_6"
1 377 1 "34_7"
2 816 2 "34_7"
1 399 3 "34_7"
2 138 1 "34_8"
1 597 2 "34_8"
2 736 3 "34_8"
1 418 4 "34_8"
2 316 5 "34_8"
1 538 1 "34_9"
2 635 2 "34_9"
1 259 3 "34_9"
1 616 1 "34_10"
2 678 2 "34_10"
1 1079 3 "34_10"
1 736 1 "34_11"
2 697 2 "34_11"
1 1337 3 "34_11"
1 496 1 "34_12"
2 1455 2 "34_12"
1 637 1 "34_13"
2 778 2 "34_13"
1 629 1 "34_14"
2 637 2 "34_14"
1 1194 1 "34_15"
2 1353 2 "34_15"
1 539 3 "34_15"
1 473 1 "34_16"
2 989 2 "34_16"
1 764 3 "34_16"
2 380 4 "34_16"
1 20 5 "34_16"
1 855 1 "34_17"
2 857 2 "34_17"
1 758 1 "34_18"
2 655 2 "34_18"
1 1388 1 "34_19"
2 1195 2 "34_19"
1 80 3 "34_19"
1 534 1 "34_20"
2 598 2 "34_20"
1 141 3 "34_20"
1 576 1 "34_21"
2 539 2 "34_21"
1 139 3 "34_21"
1 873 1 "34_22"
2 637 2 "34_22"
1 807 1 "34_23"
2 378 2 "34_23"
1 675 1 "34_24"
2 517 2 "34_24"
1 618 3 "34_24"
1 890 1 "34_25"
2 518 2 "34_25"
1 79 3 "34_25"
1 492 1 "34_26"
2 758 2 "34_26"
1 834 3 "34_26"
2 217 4 "34_26"
1 711 1 "34_27"
2 892 2 "34_27"
1 162 3 "34_27"
1 577 1 "34_28"
2 897 2 "34_28"
1 677 3 "34_28"
2 496 4 "34_28"
1 60 5 "34_28"
1 1168 1 "34_29"
2 896 2 "34_29"
1 319 3 "34_29"
2 478 4 "34_29"
1 1156 5 "34_29"
2 938 6 "34_29"
1 477 7 "34_29"
1 1053 1 "34_30"
2 595 2 "34_30"
1 679 1 "34_31"
2 611 2 "34_31"
1 671 1 "34_32"
2 499 2 "34_32"
1 80 3 "34_32"
1 809 1 "34_33"
2 598 2 "34_33"
1 199 3 "34_33"
1 731 1 "34_34"
2 936 2 "34_34"
1 180 3 "34_34"
1 632 1 "34_35"
2 582 2 "34_35"
1 135 3 "34_35"
1 800 1 "34_36"
2 532 2 "34_36"
1 498 3 "34_36"
2 379 4 "34_36"
1 140 5 "34_36"
1 673 1 "34_37"
2 657 2 "34_37"
1 200 3 "34_37"
1 435 1 "34_38"
2 693 2 "34_38"
1 140 3 "34_38"
1 1171 1 "34_39"
2 857 2 "34_39"
1 455 3 "34_39"
2 199 4 "34_39"
1 797 1 "34_40"
2 658 2 "34_40"
1 439 3 "34_40"
1 1195 1 "34_41"
2 558 2 "34_41"
1 80 3 "34_41"
1 809 1 "34_42"
2 660 2 "34_42"
1 1451 1 "34_43"
2 1535 2 "34_43"
1 957 1 "34_44"
2 611 2 "34_44"
1 357 3 "34_44"
2 220 4 "34_44"
1 491 1 "34_45"
2 833 2 "34_45"
1 774 1 "34_46"
2 939 2 "34_46"
1 638 3 "34_46"
1 797 1 "34_47"
2 607 2 "34_47"
1 197 3 "34_47"
2 219 4 "34_47"
1 692 1 "34_48"
2 957 2 "34_48"
1 478 3 "34_48"
1 180 1 "34_49"
2 216 2 "34_49"
1 276 3 "34_49"
2 505 4 "34_49"
1 156 5 "34_49"
1 618 1 "34_50"
2 398 2 "34_50"
1 120 3 "34_50"
1 875 1 "34_51"
2 517 2 "34_51"
1 359 3 "34_51"
1 578 1 "34_52"
2 717 2 "34_52"
1 239 3 "34_52"
2 180 4 "34_52"
1 706 1 "34_53"
2 858 2 "34_53"
1 281 3 "34_53"
1 717 1 "34_54"
2 374 2 "34_54"
1 679 3 "34_54"
1 416 1 "34_55"
2 657 2 "34_55"
1 756 3 "34_55"
1 529 1 "34_56"
2 843 2 "34_56"
1 558 1 "34_57"
2 799 2 "34_57"
1 596 1 "34_58"
2 1197 2 "34_58"
1 499 3 "34_58"
2 1196 4 "34_58"
1 180 5 "34_58"
1 758 1 "34_59"
2 977 2 "34_59"
1 478 3 "34_59"
2 319 4 "34_59"
1 1324 1 "34_60"
2 434 2 "34_60"
1 179 3 "34_60"
1 695 1 "34_61"
2 1395 2 "34_61"
1 836 3 "34_61"
1 837 1 "34_62"
2 1213 2 "34_62"
1 479 3 "34_62"
1 1275 1 "34_63"
2 1295 2 "34_63"
1 100 3 "34_63"
2 102 1 "34_64"
1 613 2 "34_64"
2 480 3 "34_64"
1 870 1 "34_65"
2 578 2 "34_65"
1 219 3 "34_65"
1 854 1 "34_66"
2 798 2 "34_66"
1 677 1 "34_67"
2 634 2 "34_67"
1 282 3 "34_67"
1 1102 1 "34_68"
2 2651 2 "34_68"
1 598 3 "34_68"
1 736 1 "34_69"
2 638 2 "34_69"
1 220 3 "34_69"
1 637 1 "34_70"
2 618 2 "34_70"
1 589 1 "34_71"
2 357 2 "34_71"
1 914 1 "34_72"
2 717 2 "34_72"
1 603 3 "34_72"
2 899 4 "34_72"
1 220 5 "34_72"
1 1234 1 "34_73"
2 1376 2 "34_73"
1 434 3 "34_73"
1 910 1 "34_74"
2 520 2 "34_74"
1 20 3 "34_74"
1 1149 1 "34_75"
2 577 2 "34_75"
1 633 1 "34_76"
2 498 2 "34_76"
1 489 1 "34_77"
2 535 2 "34_77"
1 42 3 "34_77"
1 475 1 "34_78"
2 480 2 "34_78"
1 418 1 "34_79"
2 557 2 "34_79"
1 1555 3 "34_79"
2 48 4 "34_79"
1 637 1 "34_80"
2 1036 2 "34_80"
1 856 1 "34_81"
2 736 2 "34_81"
1 996 3 "34_81"
1 1654 1 "34_82"
2 544 2 "34_82"
1 831 3 "34_82"
1 214 1 "34_83"
2 241 2 "34_83"
1 1000 3 "34_83"
2 76 4 "34_83"
1 1051 1 "34_84"
2 976 2 "34_84"
1 811 1 "34_85"
2 677 2 "34_85"
1 162 3 "34_85"
1 735 1 "34_86"
2 459 2 "34_86"
1 439 3 "34_86"
2 141 4 "34_86"
1 937 1 "34_87"
2 835 2 "34_87"
1 855 1 "34_88"
2 1694 2 "34_88"
1 336 3 "34_88"
2 338 4 "34_88"
1 1150 1 "34_89"
2 676 2 "34_89"
1 61 3 "34_89"
1 874 1 "34_90"
2 1534 2 "34_90"
1 119 3 "34_90"
2 59 1 "34_91"
1 553 2 "34_91"
2 658 3 "34_91"
1 578 4 "34_91"
2 199 5 "34_91"
1 1072 1 "34_92"
2 2092 2 "34_92"
1 698 3 "34_92"
2 120 4 "34_92"
1 450 1 "34_93"
2 1772 2 "34_93"
1 2511 3 "34_93"
1 792 1 "34_94"
2 597 2 "34_94"
1 121 3 "34_94"
1 1190 1 "34_95"
2 1614 2 "34_95"
1 1215 3 "34_95"
2 340 4 "34_95"
1 731 1 "34_96"
2 877 2 "34_96"
1 893 1 "34_97"
2 677 2 "34_97"
1 416 1 "34_98"
2 2751 2 "34_98"
1 139 3 "34_98"
1 1094 1 "34_99"
2 914 2 "34_99"
1 1133 1 "34_100"
2 1174 2 "34_100"
1 378 1 "35_1"
2 657 2 "35_1"
1 579 3 "35_1"
2 499 4 "35_1"
1 757 5 "35_1"
2 598 6 "35_1"
1 778 7 "35_1"
1 936 1 "35_2"
2 518 2 "35_2"
1 498 3 "35_2"
2 319 4 "35_2"
1 100 5 "35_2"
1 577 1 "35_3"
2 598 2 "35_3"
1 319 3 "35_3"
2 199 1 "35_4"
1 298 2 "35_4"
2 219 3 "35_4"
1 271 1 "35_5"
2 777 2 "35_5"
1 518 1 "35_6"
2 441 2 "35_6"
1 222 3 "35_6"
1 397 1 "35_7"
2 837 2 "35_7"
1 239 3 "35_7"
1 359 1 "35_8"
2 538 2 "35_8"
1 119 3 "35_8"
1 418 1 "35_9"
2 259 2 "35_9"
1 357 1 "35_10"
2 494 2 "35_10"
1 357 3 "35_10"
1 376 1 "35_11"
2 560 2 "35_11"
1 257 1 "35_12"
2 517 2 "35_12"
1 40 3 "35_12"
1 577 1 "35_13"
2 777 2 "35_13"
1 441 3 "35_13"
2 203 4 "35_13"
2 20 1 "35_14"
1 397 2 "35_14"
2 379 3 "35_14"
1 556 1 "35_15"
2 480 2 "35_15"
1 339 1 "35_16"
2 718 2 "35_16"
1 558 3 "35_16"
2 618 4 "35_16"
1 141 5 "35_16"
1 398 1 "35_17"
2 838 2 "35_17"
1 259 1 "35_18"
2 539 2 "35_18"
1 379 3 "35_18"
1 437 1 "35_19"
2 718 2 "35_19"
1 658 3 "35_19"
2 361 4 "35_19"
1 1097 5 "35_19"
1 418 1 "35_20"
2 359 2 "35_20"
1 753 3 "35_20"
2 319 4 "35_20"
1 159 5 "35_20"
2 678 1 "35_21"
1 239 2 "35_21"
2 279 3 "35_21"
1 438 1 "35_22"
2 679 2 "35_22"
1 458 1 "35_23"
2 360 2 "35_23"
1 259 3 "35_23"
1 419 1 "35_24"
2 399 2 "35_24"
1 378 1 "35_25"
2 518 2 "35_25"
1 478 3 "35_25"
1 479 1 "35_26"
2 657 2 "35_26"
1 438 1 "35_27"
2 538 2 "35_27"
1 379 1 "35_28"
2 735 2 "35_28"
1 181 1 "35_29"
2 558 2 "35_29"
1 179 3 "35_29"
1 319 1 "35_30"
2 401 2 "35_30"
2 639 1 "35_31"
1 299 2 "35_31"
2 299 3 "35_31"
1 538 4 "35_31"
2 459 5 "35_31"
1 239 1 "35_32"
2 498 2 "35_32"
1 219 1 "35_33"
2 638 2 "35_33"
1 398 1 "35_34"
2 580 2 "35_34"
2 298 1 "35_35"
1 817 2 "35_35"
2 221 3 "35_35"
1 697 1 "35_36"
1 498 1 "35_37"
2 556 2 "35_37"
1 81 3 "35_37"
1 737 1 "35_38"
2 556 2 "35_38"
1 697 3 "35_38"
2 617 1 "35_39"
1 319 2 "35_39"
2 20 3 "35_39"
1 438 1 "35_40"
2 718 2 "35_40"
1 617 3 "35_40"
2 220 4 "35_40"
1 418 1 "35_41"
2 458 2 "35_41"
1 61 3 "35_41"
1 438 1 "35_42"
2 279 2 "35_42"
1 179 1 "35_43"
2 458 2 "35_43"
1 498 3 "35_43"
1 239 1 "35_44"
2 638 2 "35_44"
1 557 1 "35_45"
2 258 2 "35_45"
1 159 3 "35_45"
1 200 1 "35_46"
2 398 2 "35_46"
1 598 3 "35_46"
1 379 1 "35_47"
2 757 2 "35_47"
1 837 3 "35_47"
1 278 1 "35_48"
2 438 2 "35_48"
1 219 3 "35_48"
2 120 4 "35_48"
2 319 1 "35_49"
1 240 2 "35_49"
1 458 1 "35_50"
2 358 2 "35_50"
1 120 3 "35_50"
1 378 1 "35_51"
2 259 2 "35_51"
1 398 1 "35_52"
2 498 2 "35_52"
1 338 3 "35_52"
2 518 4 "35_52"
1 358 1 "35_53"
2 459 2 "35_53"
1 457 1 "35_54"
2 578 2 "35_54"
1 201 3 "35_54"
1 439 1 "35_55"
2 1474 2 "35_55"
1 258 3 "35_55"
1 299 1 "35_56"
2 399 2 "35_56"
1 159 3 "35_56"
1 219 1 "35_57"
2 398 2 "35_57"
1 260 3 "35_57"
2 20 4 "35_57"
1 398 1 "35_58"
2 339 2 "35_58"
1 179 1 "35_59"
2 239 2 "35_59"
1 179 3 "35_59"
2 60 4 "35_59"
1 378 1 "35_60"
2 258 2 "35_60"
1 20 3 "35_60"
1 359 1 "35_61"
2 478 2 "35_61"
1 339 3 "35_61"
1 219 1 "35_62"
2 379 2 "35_62"
1 220 3 "35_62"
1 417 1 "35_63"
2 538 2 "35_63"
1 40 3 "35_63"
1 418 1 "35_64"
2 259 2 "35_64"
1 59 3 "35_64"
1 278 1 "35_65"
2 300 2 "35_65"
1 346 1 "35_66"
2 152 2 "35_66"
1 339 3 "35_66"
2 180 4 "35_66"
1 299 1 "35_67"
2 518 2 "35_67"
1 459 3 "35_67"
2 260 4 "35_67"
1 339 1 "35_68"
2 419 2 "35_68"
1 419 1 "35_69"
2 279 2 "35_69"
1 41 3 "35_69"
2 357 1 "35_70"
1 319 2 "35_70"
2 40 3 "35_70"
1 279 1 "35_71"
2 458 2 "35_71"
1 458 1 "35_72"
2 837 2 "35_72"
1 239 1 "35_73"
2 438 2 "35_73"
1 219 1 "35_74"
2 339 2 "35_74"
1 219 1 "35_75"
2 458 2 "35_75"
1 179 3 "35_75"
1 258 1 "35_76"
2 717 2 "35_76"
1 101 3 "35_76"
1 239 1 "35_77"
2 339 2 "35_77"
1 477 1 "35_78"
2 219 2 "35_78"
1 262 3 "35_78"
2 299 4 "35_78"
1 282 5 "35_78"
2 277 6 "35_78"
1 220 1 "35_79"
2 458 2 "35_79"
1 478 1 "35_80"
2 538 2 "35_80"
1 197 3 "35_80"
1 417 1 "35_81"
2 658 2 "35_81"
1 378 1 "35_82"
2 520 2 "35_82"
1 218 1 "35_83"
2 1316 2 "35_83"
2 518 1 "35_84"
1 558 2 "35_84"
1 198 1 "35_85"
2 599 2 "35_85"
1 179 3 "35_85"
1 557 1 "35_86"
2 241 2 "35_86"
1 80 1 "35_87"
2 379 2 "35_87"
1 40 3 "35_87"
1 300 1 "35_88"
2 578 2 "35_88"
1 120 3 "35_88"
1 279 1 "35_89"
2 477 2 "35_89"
1 300 3 "35_89"
1 717 1 "35_90"
2 260 2 "35_90"
1 438 1 "35_91"
2 379 2 "35_91"
1 20 3 "35_91"
1 20 1 "35_92"
2 639 2 "35_92"
1 39 3 "35_92"
1 299 1 "35_93"
2 478 2 "35_93"
1 300 3 "35_93"
1 397 1 "35_94"
2 518 2 "35_94"
1 638 3 "35_94"
1 299 1 "35_95"
2 538 2 "35_95"
1 359 1 "35_96"
2 319 2 "35_96"
1 239 1 "35_97"
2 436 2 "35_97"
1 318 3 "35_97"
1 499 1 "35_98"
2 376 2 "35_98"
1 60 3 "35_98"
2 239 1 "35_99"
1 339 2 "35_99"
1 459 1 "35_100"
2 319 2 "35_100"
2 100 1 "38_1"
1 300 2 "38_1"
2 360 3 "38_1"
1 458 1 "38_2"
2 336 2 "38_2"
1 262 3 "38_2"
1 340 1 "38_3"
2 79 2 "38_3"
2 159 1 "38_4"
1 299 2 "38_4"
2 598 3 "38_4"
1 179 1 "38_5"
2 219 2 "38_5"
1 857 3 "38_5"
2 263 1 "38_6"
1 199 2 "38_6"
1 249 1 "38_7"
2 359 2 "38_7"
1 121 3 "38_7"
2 179 1 "38_8"
1 319 2 "38_8"
2 60 3 "38_8"
1 239 1 "38_9"
2 299 2 "38_9"
1 439 3 "38_9"
2 100 4 "38_9"
1 438 1 "38_10"
2 500 2 "38_10"
1 538 1 "38_11"
2 519 2 "38_11"
1 339 1 "38_12"
2 180 2 "38_12"
1 319 1 "38_13"
2 619 2 "38_13"
1 183 1 "38_14"
2 421 2 "38_14"
1 501 3 "38_14"
2 120 4 "38_14"
1 458 1 "38_15"
2 299 2 "38_15"
1 100 3 "38_15"
2 240 1 "38_16"
1 477 2 "38_16"
2 578 3 "38_16"
2 398 1 "38_17"
1 439 2 "38_17"
2 438 3 "38_17"
2 199 1 "38_18"
1 775 2 "38_18"
2 240 3 "38_18"
1 519 1 "38_19"
2 538 2 "38_19"
1 538 3 "38_19"
2 120 4 "38_19"
1 199 1 "38_20"
2 222 2 "38_20"
1 224 3 "38_20"
1 398 1 "38_21"
2 119 2 "38_21"
1 221 1 "38_22"
2 438 2 "38_22"
1 299 3 "38_22"
2 200 4 "38_22"
1 301 1 "38_23"
2 438 2 "38_23"
1 198 3 "38_23"
2 159 4 "38_23"
1 319 1 "38_24"
2 378 2 "38_24"
1 378 3 "38_24"
1 205 1 "38_25"
2 438 2 "38_25"
1 479 3 "38_25"
2 100 4 "38_25"
1 699 1 "38_26"
2 678 2 "38_26"
1 20 3 "38_26"
2 100 1 "38_27"
1 279 2 "38_27"
2 61 3 "38_27"
1 179 1 "38_28"
2 358 2 "38_28"
1 359 3 "38_28"
2 379 4 "38_28"
1 499 5 "38_28"
2 224 1 "38_29"
1 301 2 "38_29"
2 60 3 "38_29"
1 498 1 "38_30"
2 302 2 "38_30"
1 100 3 "38_30"
2 279 1 "38_31"
1 500 2 "38_31"
2 259 1 "38_32"
1 239 2 "38_32"
1 160 1 "38_33"
2 239 2 "38_33"
1 459 3 "38_33"
1 219 1 "38_34"
2 463 2 "38_34"
1 277 3 "38_34"
1 299 1 "38_35"
2 359 2 "38_35"
1 358 3 "38_35"
1 239 1 "38_36"
2 281 2 "38_36"
1 337 3 "38_36"
1 221 1 "38_37"
2 220 2 "38_37"
1 280 3 "38_37"
2 59 4 "38_37"
1 377 1 "38_38"
2 538 2 "38_38"
1 100 3 "38_38"
1 243 1 "38_39"
2 299 2 "38_39"
2 420 1 "38_40"
1 355 2 "38_40"
2 439 3 "38_40"
1 140 4 "38_40"
2 79 5 "38_40"
1 203 1 "38_41"
2 200 2 "38_41"
1 358 3 "38_41"
2 220 4 "38_41"
1 438 1 "38_42"
2 797 2 "38_42"
1 237 1 "38_43"
2 237 2 "38_43"
1 379 3 "38_43"
2 121 4 "38_43"
2 159 1 "38_44"
1 479 2 "38_44"
2 219 1 "38_45"
1 259 2 "38_45"
2 639 3 "38_45"
1 220 4 "38_45"
1 514 1 "38_46"
2 538 2 "38_46"
1 159 3 "38_46"
1 299 1 "38_47"
2 120 2 "38_47"
1 300 1 "38_48"
2 342 2 "38_48"
1 256 3 "38_48"
2 200 4 "38_48"
1 438 1 "38_49"
2 420 2 "38_49"
1 295 3 "38_49"
2 199 1 "38_50"
1 597 2 "38_50"
2 325 3 "38_50"
1 120 4 "38_50"
1 378 1 "38_51"
2 558 2 "38_51"
1 478 3 "38_51"
2 259 1 "38_52"
1 419 2 "38_52"
2 59 3 "38_52"
1 132 1 "38_53"
2 180 2 "38_53"
1 477 3 "38_53"
2 258 1 "38_54"
1 160 2 "38_54"
1 418 1 "38_55"
2 279 2 "38_55"
1 140 3 "38_55"
1 302 1 "38_56"
2 239 2 "38_56"
1 100 3 "38_56"
2 199 1 "38_57"
1 241 2 "38_57"
2 199 3 "38_57"
1 199 1 "38_58"
2 282 2 "38_58"
1 179 3 "38_58"
2 81 4 "38_58"
1 435 1 "38_59"
2 279 2 "38_59"
1 121 3 "38_59"
1 159 1 "38_60"
2 339 2 "38_60"
1 499 3 "38_60"
2 200 1 "38_61"
1 181 2 "38_61"
2 80 3 "38_61"
1 379 1 "38_62"
2 558 2 "38_62"
1 180 1 "38_63"
2 976 2 "38_63"
2 797 1 "38_64"
2 200 1 "38_65"
1 958 2 "38_65"
1 20 1 "38_66"
2 219 2 "38_66"
1 422 3 "38_66"
2 60 4 "38_66"
1 179 1 "38_67"
2 341 2 "38_67"
1 139 3 "38_67"
2 279 1 "38_68"
1 678 2 "38_68"
1 219 1 "38_69"
2 498 2 "38_69"
1 299 3 "38_69"
2 60 4 "38_69"
1 341 1 "38_70"
2 656 2 "38_70"
1 119 1 "38_71"
2 359 2 "38_71"
1 299 3 "38_71"
2 100 4 "38_71"
1 279 1 "38_72"
2 298 2 "38_72"
1 158 3 "38_72"
2 140 4 "38_72"
1 139 5 "38_72"
2 379 1 "38_73"
1 539 2 "38_73"
2 160 3 "38_73"
2 279 1 "38_74"
1 519 2 "38_74"
2 398 3 "38_74"
1 359 4 "38_74"
2 238 1 "38_75"
1 638 2 "38_75"
2 279 1 "38_76"
1 637 2 "38_76"
1 200 1 "38_77"
2 279 2 "38_77"
1 278 3 "38_77"
2 40 4 "38_77"
1 382 1 "38_78"
2 259 2 "38_78"
1 837 3 "38_78"
2 299 4 "38_78"
1 40 1 "38_79"
2 154 2 "38_79"
1 440 3 "38_79"
2 281 1 "38_80"
1 658 2 "38_80"
1 305 1 "38_81"
2 422 2 "38_81"
1 144 3 "38_81"
2 259 1 "38_82"
1 359 2 "38_82"
2 338 3 "38_82"
2 219 1 "38_83"
1 259 2 "38_83"
2 139 3 "38_83"
2 219 1 "38_84"
1 421 2 "38_84"
2 219 3 "38_84"
1 280 1 "38_85"
1 159 1 "38_86"
2 345 2 "38_86"
1 139 3 "38_86"
2 499 4 "38_86"
1 239 1 "38_87"
2 577 2 "38_87"
1 60 3 "38_87"
1 199 1 "38_88"
2 478 2 "38_88"
1 399 3 "38_88"
1 259 1 "38_89"
2 577 2 "38_89"
1 161 3 "38_89"
1 159 1 "38_90"
2 220 2 "38_90"
1 298 3 "38_90"
2 100 4 "38_90"
1 219 1 "38_91"
2 279 2 "38_91"
1 439 3 "38_91"
2 279 4 "38_91"
1 241 1 "38_92"
2 277 2 "38_92"
1 140 3 "38_92"
2 278 1 "38_93"
1 499 2 "38_93"
2 199 1 "38_94"
1 358 2 "38_94"
2 220 3 "38_94"
1 162 1 "38_95"
2 298 2 "38_95"
1 140 3 "38_95"
1 340 1 "38_96"
2 260 2 "38_96"
2 179 1 "38_97"
1 518 2 "38_97"
1 279 1 "38_98"
2 458 2 "38_98"
1 279 1 "38_99"
2 319 2 "38_99"
1 199 3 "38_99"
2 40 4 "38_99"
1 341 1 "38_100"
2 439 2 "38_100"
2 399 1 "39_1"
1 818 2 "39_1"
2 418 1 "39_2"
1 578 2 "39_2"
2 439 3 "39_2"
2 234 1 "39_3"
1 675 2 "39_3"
2 398 3 "39_3"
1 422 4 "39_3"
2 414 1 "39_4"
1 1935 2 "39_4"
2 534 3 "39_4"
1 921 4 "39_4"
1 375 1 "39_5"
2 837 2 "39_5"
1 499 3 "39_5"
1 459 1 "39_6"
2 880 2 "39_6"
1 241 3 "39_6"
2 374 4 "39_6"
1 279 1 "39_7"
2 538 2 "39_7"
1 578 3 "39_7"
2 780 4 "39_7"
1 376 1 "39_8"
2 495 2 "39_8"
1 518 3 "39_8"
1 417 1 "39_9"
2 777 2 "39_9"
1 738 3 "39_9"
2 255 4 "39_9"
1 821 5 "39_9"
1 354 1 "39_10"
2 587 2 "39_10"
1 210 3 "39_10"
2 738 4 "39_10"
1 276 1 "39_11"
2 834 2 "39_11"
1 1396 3 "39_11"
2 479 4 "39_11"
1 658 1 "39_12"
2 634 2 "39_12"
1 614 3 "39_12"
2 558 4 "39_12"
1 514 1 "39_13"
2 738 2 "39_13"
1 617 3 "39_13"
2 101 4 "39_13"
1 477 1 "39_14"
2 659 2 "39_14"
1 1255 3 "39_14"
1 378 1 "39_15"
2 339 2 "39_15"
1 336 3 "39_15"
2 714 4 "39_15"
1 337 5 "39_15"
2 358 1 "39_16"
1 499 2 "39_16"
2 458 3 "39_16"
1 399 4 "39_16"
1 398 1 "39_17"
2 499 2 "39_17"
1 261 3 "39_17"
1 377 1 "39_18"
2 774 2 "39_18"
1 661 3 "39_18"
2 501 4 "39_18"
1 534 1 "39_19"
2 539 2 "39_19"
1 220 3 "39_19"
2 55 4 "39_19"
1 734 1 "39_20"
2 557 2 "39_20"
1 318 1 "39_21"
2 459 2 "39_21"
1 444 3 "39_21"
2 712 4 "39_21"
1 198 5 "39_21"
1 298 1 "39_22"
2 595 2 "39_22"
1 125 3 "39_22"
1 442 1 "39_23"
2 572 2 "39_23"
1 279 3 "39_23"
2 79 4 "39_23"
1 750 1 "39_24"
2 498 2 "39_24"
1 204 3 "39_24"
1 275 1 "39_25"
2 525 2 "39_25"
1 271 3 "39_25"
2 279 4 "39_25"
1 417 1 "39_26"
2 740 2 "39_26"
1 299 1 "39_27"
2 495 2 "39_27"
1 619 3 "39_27"
2 418 4 "39_27"
1 478 1 "39_28"
2 598 2 "39_28"
1 379 3 "39_28"
1 454 1 "39_29"
2 498 2 "39_29"
1 297 1 "39_30"
2 716 2 "39_30"
1 439 3 "39_30"
2 339 4 "39_30"
1 399 1 "39_31"
2 457 2 "39_31"
1 599 3 "39_31"
2 654 4 "39_31"
1 343 5 "39_31"
1 374 1 "39_32"
2 418 2 "39_32"
1 279 3 "39_32"
2 319 4 "39_32"
1 414 1 "39_33"
2 336 2 "39_33"
1 355 3 "39_33"
2 458 4 "39_33"
1 163 5 "39_33"
1 515 1 "39_34"
2 381 2 "39_34"
1 240 3 "39_34"
1 277 1 "39_35"
2 421 2 "39_35"
1 302 3 "39_35"
1 260 1 "39_36"
2 319 2 "39_36"
1 345 3 "39_36"
2 632 4 "39_36"
1 218 5 "39_36"
1 332 1 "39_37"
2 781 2 "39_37"
1 380 3 "39_37"
1 235 1 "39_38"
2 758 2 "39_38"
1 154 3 "39_38"
2 20 4 "39_38"
1 240 1 "39_39"
2 377 2 "39_39"
1 160 3 "39_39"
1 295 1 "39_40"
2 536 2 "39_40"
1 279 3 "39_40"
1 295 1 "39_41"
2 462 2 "39_41"
1 340 3 "39_41"
1 358 1 "39_42"
2 439 2 "39_42"
1 200 3 "39_42"
1 259 1 "39_43"
2 643 2 "39_43"
1 433 3 "39_43"
1 598 1 "39_44"
2 519 2 "39_44"
1 351 3 "39_44"
