"fixloc" "fixdur" "fixnr" "id"
1 246 1 "16_16"
2 479 2 "16_16"
1 239 1 "16_17"
2 479 2 "16_17"
1 777 3 "16_17"
2 259 1 "16_18"
1 639 2 "16_18"
2 556 3 "16_18"
1 1794 4 "16_18"
2 1114 5 "16_18"
1 179 1 "16_19"
2 201 2 "16_19"
2 175 1 "16_20"
1 439 2 "16_20"
2 1695 3 "16_20"
1 737 4 "16_20"
2 638 5 "16_20"
1 1814 6 "16_20"
1 154 1 "16_21"
2 200 2 "16_21"
1 239 1 "16_22"
2 638 2 "16_22"
1 199 1 "16_23"
2 519 2 "16_23"
2 258 1 "16_24"
1 538 2 "16_24"
2 220 3 "16_24"
2 199 1 "16_25"
1 378 2 "16_25"
2 458 3 "16_25"
2 242 1 "16_26"
1 792 2 "16_26"
2 100 3 "16_26"
1 171 1 "16_27"
2 299 2 "16_27"
1 198 1 "16_28"
2 956 2 "16_28"
1 158 3 "16_28"
1 419 1 "16_29"
1 173 1 "16_30"
2 200 2 "16_30"
2 80 1 "16_31"
1 359 2 "16_31"
2 757 3 "16_31"
1 180 1 "16_32"
2 658 2 "16_32"
1 160 3 "16_32"
2 97 1 "16_33"
1 255 2 "16_33"
2 341 3 "16_33"
2 219 1 "16_34"
1 901 2 "16_34"
2 754 3 "16_34"
2 180 1 "16_35"
1 260 2 "16_35"
2 619 3 "16_35"
1 160 1 "16_36"
2 536 2 "16_36"
1 1116 3 "16_36"
2 200 4 "16_36"
2 120 1 "16_37"
1 366 2 "16_37"
2 282 3 "16_37"
2 60 1 "16_38"
1 298 2 "16_38"
2 518 3 "16_38"
1 161 4 "16_38"
1 158 1 "16_39"
2 474 2 "16_39"
1 717 3 "16_39"
1 180 1 "16_40"
2 1455 2 "16_40"
1 515 3 "16_40"
2 120 4 "16_40"
1 559 1 "16_41"
2 441 2 "16_41"
1 233 3 "16_41"
2 239 4 "16_41"
1 678 5 "16_41"
2 239 1 "16_42"
1 618 2 "16_42"
2 1735 3 "16_42"
2 160 1 "16_43"
1 778 2 "16_43"
2 918 3 "16_43"
1 334 4 "16_43"
2 519 5 "16_43"
1 151 1 "16_44"
2 338 2 "16_44"
1 759 3 "16_44"
1 200 1 "16_45"
2 298 2 "16_45"
1 798 3 "16_45"
2 42 1 "16_46"
1 11 2 "16_46"
2 382 3 "16_46"
1 499 4 "16_46"
2 937 5 "16_46"
1 184 6 "16_46"
2 99 1 "16_47"
1 195 2 "16_47"
2 518 3 "16_47"
1 1136 4 "16_47"
2 956 5 "16_47"
1 1315 6 "16_47"
2 579 7 "16_47"
2 47 1 "16_48"
1 78 2 "16_48"
2 158 3 "16_48"
1 198 4 "16_48"
2 499 5 "16_48"
2 19 1 "16_49"
1 131 2 "16_49"
2 398 3 "16_49"
1 81 4 "16_49"
2 272 1 "16_50"
1 478 2 "16_50"
2 240 3 "16_50"
2 572 1 "16_51"
1 100 1 "16_52"
2 223 2 "16_52"
1 495 3 "16_52"
2 80 4 "16_52"
2 139 1 "16_53"
1 538 2 "16_53"
1 638 1 "16_54"
2 1196 2 "16_54"
2 297 1 "16_55"
1 539 2 "16_55"
2 359 3 "16_55"
2 219 1 "16_56"
1 678 2 "16_56"
1 398 1 "16_57"
2 538 2 "16_57"
1 739 3 "16_57"
2 738 4 "16_57"
1 360 5 "16_57"
1 192 1 "16_58"
2 318 2 "16_58"
1 499 3 "16_58"
1 156 1 "16_59"
2 838 2 "16_59"
2 18 1 "16_60"
1 438 2 "16_60"
2 379 3 "16_60"
2 17 1 "16_61"
1 518 2 "16_61"
2 718 3 "16_61"
1 658 4 "16_61"
2 277 1 "16_62"
1 418 2 "16_62"
2 359 3 "16_62"
2 179 1 "16_63"
1 299 2 "16_63"
2 180 3 "16_63"
2 159 1 "16_64"
1 458 2 "16_64"
2 817 3 "16_64"
2 219 1 "16_65"
1 619 2 "16_65"
1 159 1 "16_66"
2 1116 2 "16_66"
2 857 1 "16_67"
1 159 1 "16_68"
2 299 2 "16_68"
1 259 3 "16_68"
2 439 4 "16_68"
2 159 1 "16_69"
1 419 2 "16_69"
2 438 3 "16_69"
2 23 1 "16_70"
1 271 2 "16_70"
2 340 3 "16_70"
1 578 4 "16_70"
2 100 5 "16_70"
2 173 1 "16_71"
1 336 2 "16_71"
2 2957 3 "16_71"
2 193 1 "16_72"
1 498 2 "16_72"
2 240 3 "16_72"
2 219 1 "16_73"
1 678 2 "16_73"
2 118 1 "16_74"
1 22 2 "16_74"
2 594 3 "16_74"
1 155 4 "16_74"
2 160 1 "16_75"
1 298 2 "16_75"
2 578 3 "16_75"
1 619 4 "16_75"
2 378 1 "16_76"
1 256 2 "16_76"
2 83 3 "16_76"
1 300 1 "16_77"
2 537 2 "16_77"
1 877 3 "16_77"
1 199 1 "16_78"
2 378 2 "16_78"
1 957 3 "16_78"
2 577 4 "16_78"
2 139 1 "16_79"
1 379 2 "16_79"
2 538 3 "16_79"
1 579 4 "16_79"
2 18 1 "16_80"
1 135 2 "16_80"
2 319 3 "16_80"
1 160 4 "16_80"
2 178 1 "16_81"
1 160 2 "16_81"
2 619 3 "16_81"
2 199 1 "16_82"
1 200 2 "16_82"
2 618 3 "16_82"
1 738 4 "16_82"
2 858 5 "16_82"
1 296 6 "16_82"
2 338 7 "16_82"
1 499 8 "16_82"
2 1295 9 "16_82"
2 159 1 "16_83"
1 439 2 "16_83"
2 379 3 "16_83"
1 259 1 "16_84"
2 618 2 "16_84"
1 378 1 "16_85"
2 140 2 "16_85"
1 160 1 "16_86"
2 1036 2 "16_86"
1 180 3 "16_86"
1 314 1 "16_87"
2 99 2 "16_87"
1 173 1 "16_88"
2 742 2 "16_88"
1 179 1 "16_89"
2 339 2 "16_89"
1 439 3 "16_89"
1 138 1 "16_90"
2 220 2 "16_90"
1 239 3 "16_90"
2 160 4 "16_90"
2 219 1 "16_91"
1 419 2 "16_91"
2 459 3 "16_91"
2 172 1 "16_92"
1 334 2 "16_92"
2 316 3 "16_92"
2 140 1 "16_93"
1 479 2 "16_93"
2 1158 3 "16_93"
1 595 4 "16_93"
2 678 5 "16_93"
1 80 6 "16_93"
1 199 1 "16_94"
2 936 2 "16_94"
2 159 1 "16_95"
1 458 2 "16_95"
1 219 1 "16_96"
2 458 2 "16_96"
2 259 1 "16_97"
1 458 2 "16_97"
1 478 1 "16_98"
1 100 1 "16_99"
2 997 2 "16_99"
1 140 1 "16_100"
2 697 2 "16_100"
1 878 3 "16_100"
1 340 1 "17_1"
2 638 2 "17_1"
1 258 1 "17_2"
2 877 2 "17_2"
1 220 3 "17_2"
1 478 1 "17_3"
2 499 2 "17_3"
1 140 3 "17_3"
1 179 1 "17_4"
2 279 2 "17_4"
1 219 3 "17_4"
1 657 1 "17_5"
2 219 2 "17_5"
1 338 1 "17_6"
2 558 2 "17_6"
1 259 1 "17_7"
2 419 2 "17_7"
1 239 1 "17_8"
2 318 2 "17_8"
1 260 1 "17_9"
2 599 2 "17_9"
1 280 3 "17_9"
1 218 1 "17_10"
2 518 2 "17_10"
1 339 1 "17_11"
2 460 2 "17_11"
1 220 3 "17_11"
2 219 1 "17_12"
1 518 2 "17_12"
2 480 3 "17_12"
1 438 1 "17_13"
2 499 2 "17_13"
1 398 1 "17_14"
2 560 2 "17_14"
1 299 1 "17_15"
2 797 2 "17_15"
1 299 1 "17_16"
2 239 2 "17_16"
1 219 1 "17_17"
2 717 2 "17_17"
1 458 1 "17_18"
2 498 2 "17_18"
2 698 1 "17_19"
1 381 2 "17_19"
1 299 1 "17_20"
2 518 2 "17_20"
1 40 3 "17_20"
1 677 1 "17_21"
2 299 2 "17_21"
1 378 1 "17_22"
2 758 2 "17_22"
1 420 3 "17_22"
1 371 1 "17_23"
2 917 2 "17_23"
1 339 1 "17_24"
2 518 2 "17_24"
1 61 3 "17_24"
1 537 1 "17_25"
2 340 2 "17_25"
1 378 1 "17_26"
2 538 2 "17_26"
1 458 1 "17_27"
2 401 2 "17_27"
1 60 3 "17_27"
1 260 1 "17_28"
2 538 2 "17_28"
1 338 3 "17_28"
1 458 1 "17_29"
2 976 2 "17_29"
1 60 3 "17_29"
1 279 1 "17_30"
2 658 2 "17_30"
1 259 1 "17_31"
2 538 2 "17_31"
1 677 3 "17_31"
1 398 1 "17_32"
2 439 2 "17_32"
1 119 3 "17_32"
2 279 1 "17_33"
1 479 2 "17_33"
2 577 3 "17_33"
1 100 4 "17_33"
1 517 1 "17_34"
2 817 2 "17_34"
1 83 3 "17_34"
1 239 1 "17_35"
2 517 2 "17_35"
1 1179 3 "17_35"
1 379 1 "17_36"
2 677 2 "17_36"
1 437 1 "17_37"
2 731 2 "17_37"
1 159 3 "17_37"
1 399 1 "17_38"
2 379 2 "17_38"
1 458 1 "17_39"
2 598 2 "17_39"
1 180 3 "17_39"
1 359 1 "17_40"
2 657 2 "17_40"
1 219 3 "17_40"
1 458 1 "17_41"
2 877 2 "17_41"
1 120 3 "17_41"
1 458 1 "17_42"
2 678 2 "17_42"
1 319 1 "17_43"
2 697 2 "17_43"
1 120 3 "17_43"
1 419 1 "17_44"
2 799 2 "17_44"
1 319 1 "17_45"
2 638 2 "17_45"
1 419 1 "17_46"
2 818 2 "17_46"
1 499 1 "17_47"
2 877 2 "17_47"
1 417 1 "17_48"
2 436 2 "17_48"
2 717 1 "17_49"
1 239 1 "17_50"
2 544 2 "17_50"
1 39 3 "17_50"
1 458 1 "17_51"
2 698 2 "17_51"
1 597 1 "17_52"
2 179 2 "17_52"
1 539 1 "17_53"
2 319 2 "17_53"
1 339 1 "17_54"
2 618 2 "17_54"
1 557 1 "17_55"
2 518 2 "17_55"
1 378 1 "17_56"
2 461 2 "17_56"
1 298 1 "17_57"
2 598 2 "17_57"
1 478 3 "17_57"
1 339 1 "17_58"
2 399 2 "17_58"
1 359 1 "17_59"
2 358 2 "17_59"
1 319 1 "17_60"
2 278 2 "17_60"
1 598 1 "17_61"
2 438 2 "17_61"
1 320 3 "17_61"
1 219 1 "17_62"
2 578 2 "17_62"
1 159 3 "17_62"
1 517 1 "17_63"
2 658 2 "17_63"
1 299 1 "17_64"
2 439 2 "17_64"
1 158 3 "17_64"
1 298 1 "17_65"
2 438 2 "17_65"
1 259 3 "17_65"
1 259 1 "17_66"
2 478 2 "17_66"
1 219 1 "17_67"
2 658 2 "17_67"
1 219 1 "17_68"
2 480 2 "17_68"
1 377 3 "17_68"
2 438 1 "17_69"
1 618 2 "17_69"
1 279 1 "17_70"
2 677 2 "17_70"
1 60 3 "17_70"
1 219 1 "17_71"
2 379 2 "17_71"
2 217 1 "17_72"
1 538 2 "17_72"
2 199 3 "17_72"
1 379 1 "17_73"
2 757 2 "17_73"
1 200 1 "17_74"
2 238 2 "17_74"
1 220 3 "17_74"
1 199 1 "17_75"
2 358 2 "17_75"
1 519 3 "17_75"
1 599 1 "17_76"
1 220 1 "17_77"
2 598 2 "17_77"
1 597 3 "17_77"
2 60 4 "17_77"
1 260 1 "17_78"
2 421 2 "17_78"
1 219 1 "17_79"
2 338 2 "17_79"
1 578 1 "17_80"
2 678 2 "17_80"
1 199 1 "17_81"
2 857 2 "17_81"
1 100 3 "17_81"
1 558 1 "17_82"
2 199 2 "17_82"
1 597 1 "17_83"
2 100 2 "17_83"
1 379 1 "17_84"
2 399 2 "17_84"
1 278 1 "17_85"
2 603 2 "17_85"
1 558 1 "17_86"
2 239 2 "17_86"
1 357 1 "17_87"
2 798 2 "17_87"
1 338 1 "17_88"
2 178 2 "17_88"
1 678 3 "17_88"
2 259 4 "17_88"
1 518 1 "17_89"
1 518 1 "17_90"
2 1793 2 "17_90"
1 546 3 "17_90"
2 80 4 "17_90"
1 398 1 "17_91"
2 319 2 "17_91"
1 319 1 "17_92"
2 299 2 "17_92"
1 598 1 "17_93"
2 240 2 "17_93"
1 298 1 "17_94"
2 439 2 "17_94"
1 239 1 "17_95"
2 638 2 "17_95"
1 219 1 "17_96"
2 518 2 "17_96"
1 722 3 "17_96"
1 378 1 "17_97"
2 697 2 "17_97"
1 499 3 "17_97"
1 319 1 "17_98"
2 558 2 "17_98"
1 378 1 "17_99"
2 1056 2 "17_99"
1 419 3 "17_99"
1 259 1 "17_100"
2 539 2 "17_100"
1 637 1 "18_1"
2 2691 2 "18_1"
1 597 3 "18_1"
2 1595 4 "18_1"
1 1655 5 "18_1"
2 4724 6 "18_1"
1 638 7 "18_1"
1 797 1 "18_2"
2 818 2 "18_2"
1 1471 3 "18_2"
2 2731 4 "18_2"
1 538 5 "18_2"
1 577 1 "18_3"
2 1217 2 "18_3"
1 837 3 "18_3"
2 558 4 "18_3"
1 558 1 "18_4"
2 637 2 "18_4"
1 678 3 "18_4"
2 1794 4 "18_4"
1 957 5 "18_4"
2 499 6 "18_4"
1 538 1 "18_5"
2 897 2 "18_5"
1 717 3 "18_5"
2 539 4 "18_5"
1 360 5 "18_5"
1 577 1 "18_6"
2 1515 2 "18_6"
1 939 3 "18_6"
2 1276 4 "18_6"
1 1773 5 "18_6"
1 419 1 "18_7"
2 1554 2 "18_7"
1 797 3 "18_7"
2 697 4 "18_7"
1 1016 5 "18_7"
2 956 6 "18_7"
1 520 1 "18_8"
2 1194 2 "18_8"
1 1276 3 "18_8"
2 1576 4 "18_8"
1 778 5 "18_8"
1 1953 1 "18_9"
2 757 2 "18_9"
1 478 3 "18_9"
2 583 4 "18_9"
1 693 5 "18_9"
1 378 1 "18_10"
2 1096 2 "18_10"
1 1376 3 "18_10"
2 1953 4 "18_10"
1 518 5 "18_10"
2 937 6 "18_10"
1 638 7 "18_10"
2 1297 8 "18_10"
1 540 9 "18_10"
1 599 1 "18_11"
2 1456 2 "18_11"
1 557 3 "18_11"
2 2152 4 "18_11"
1 393 1 "18_12"
2 777 2 "18_12"
1 956 3 "18_12"
2 778 4 "18_12"
1 84 5 "18_12"
1 298 1 "18_13"
2 798 2 "18_13"
1 800 3 "18_13"
2 1853 4 "18_13"
1 339 5 "18_13"
1 219 1 "18_14"
2 1177 2 "18_14"
1 1632 3 "18_14"
2 876 4 "18_14"
1 100 5 "18_14"
1 658 1 "18_15"
2 1694 2 "18_15"
1 419 3 "18_15"
1 319 1 "18_16"
2 478 2 "18_16"
1 658 3 "18_16"
2 977 4 "18_16"
1 637 1 "18_17"
2 657 2 "18_17"
1 339 1 "18_18"
2 677 2 "18_18"
1 520 1 "18_19"
2 279 2 "18_19"
1 458 1 "18_20"
2 796 2 "18_20"
1 917 3 "18_20"
1 398 1 "18_21"
2 637 2 "18_21"
1 1794 3 "18_21"
2 817 4 "18_21"
1 558 1 "18_22"
2 697 2 "18_22"
1 2533 3 "18_22"
1 458 1 "18_23"
2 761 2 "18_23"
1 1812 3 "18_23"
2 1036 4 "18_23"
1 737 1 "18_24"
2 481 2 "18_24"
1 1233 3 "18_24"
1 637 1 "18_25"
2 698 2 "18_25"
1 238 3 "18_25"
2 1268 4 "18_25"
1 1414 5 "18_25"
1 819 1 "18_26"
2 679 2 "18_26"
1 478 3 "18_26"
1 382 1 "18_27"
2 379 2 "18_27"
1 317 3 "18_27"
2 479 4 "18_27"
1 60 5 "18_27"
1 359 1 "18_28"
2 1076 2 "18_28"
1 737 3 "18_28"
2 960 4 "18_28"
1 381 1 "18_29"
2 518 2 "18_29"
1 1392 3 "18_29"
2 618 4 "18_29"
1 1015 5 "18_29"
2 219 6 "18_29"
1 597 1 "18_30"
2 481 2 "18_30"
1 1353 3 "18_30"
1 339 1 "18_31"
2 738 2 "18_31"
1 299 1 "18_32"
2 919 2 "18_32"
1 480 3 "18_32"
2 797 4 "18_32"
1 536 5 "18_32"
2 898 6 "18_32"
1 181 1 "18_33"
2 756 2 "18_33"
1 816 3 "18_33"
2 221 4 "18_33"
1 313 1 "18_34"
2 638 2 "18_34"
1 419 3 "18_34"
2 956 4 "18_34"
1 1196 5 "18_34"
2 2113 6 "18_34"
1 458 1 "18_35"
2 539 2 "18_35"
1 656 3 "18_35"
1 559 1 "18_36"
2 359 2 "18_36"
1 915 3 "18_36"
1 219 1 "18_37"
2 358 2 "18_37"
1 59 3 "18_37"
1 198 1 "18_38"
2 599 2 "18_38"
1 955 3 "18_38"
2 1734 4 "18_38"
1 398 1 "18_39"
2 587 2 "18_39"
1 638 3 "18_39"
2 159 4 "18_39"
1 279 1 "18_40"
2 1693 2 "18_40"
2 319 1 "18_41"
1 816 2 "18_41"
2 539 3 "18_41"
1 2213 4 "18_41"
1 278 1 "18_42"
2 298 2 "18_42"
1 856 3 "18_42"
2 60 4 "18_42"
1 399 1 "18_43"
2 438 2 "18_43"
1 1356 3 "18_43"
2 2312 4 "18_43"
1 757 5 "18_43"
1 398 1 "18_44"
2 878 2 "18_44"
1 81 3 "18_44"
1 279 1 "18_45"
2 679 2 "18_45"
1 897 3 "18_45"
2 317 4 "18_45"
1 279 1 "18_46"
2 637 2 "18_46"
1 1096 3 "18_46"
1 229 1 "18_47"
2 796 2 "18_47"
1 757 3 "18_47"
1 318 1 "18_48"
2 1138 2 "18_48"
1 678 3 "18_48"
2 159 4 "18_48"
1 1236 5 "18_48"
1 338 1 "18_49"
2 677 2 "18_49"
1 817 3 "18_49"
2 40 4 "18_49"
1 459 1 "18_50"
2 757 2 "18_50"
1 1315 3 "18_50"
2 1056 4 "18_50"
1 299 5 "18_50"
1 438 1 "18_51"
2 717 2 "18_51"
1 579 3 "18_51"
2 877 4 "18_51"
1 358 1 "18_52"
2 854 2 "18_52"
1 1256 3 "18_52"
2 1993 4 "18_52"
1 977 5 "18_52"
2 1155 6 "18_52"
1 319 1 "18_53"
2 558 2 "18_53"
1 1972 3 "18_53"
2 1316 4 "18_53"
1 259 1 "18_54"
2 776 2 "18_54"
1 237 1 "18_55"
2 518 2 "18_55"
2 420 1 "18_56"
1 996 2 "18_56"
1 299 1 "18_57"
2 597 2 "18_57"
1 539 3 "18_57"
2 577 4 "18_57"
1 219 1 "18_58"
2 557 2 "18_58"
1 339 3 "18_58"
2 358 4 "18_58"
1 159 1 "18_59"
2 478 2 "18_59"
1 558 3 "18_59"
2 438 4 "18_59"
1 219 1 "18_60"
2 638 2 "18_60"
1 1136 3 "18_60"
1 260 1 "18_61"
2 537 2 "18_61"
1 1395 3 "18_61"
2 1356 4 "18_61"
1 518 5 "18_61"
2 1097 6 "18_61"
1 219 1 "18_62"
2 379 2 "18_62"
1 897 3 "18_62"
2 1275 4 "18_62"
1 239 1 "18_63"
2 558 2 "18_63"
1 996 3 "18_63"
2 698 4 "18_63"
1 498 5 "18_63"
1 299 1 "18_64"
2 598 2 "18_64"
1 101 3 "18_64"
1 61 1 "18_65"
2 637 2 "18_65"
1 40 1 "18_66"
2 857 2 "18_66"
1 1175 3 "18_66"
1 200 1 "18_67"
2 381 2 "18_67"
1 299 1 "18_68"
2 478 2 "18_68"
1 800 3 "18_68"
1 286 1 "18_69"
2 375 2 "18_69"
2 457 1 "18_70"
1 538 2 "18_70"
2 160 3 "18_70"
1 977 4 "18_70"
2 638 5 "18_70"
1 179 1 "18_71"
2 558 2 "18_71"
1 578 3 "18_71"
2 340 4 "18_71"
1 339 1 "18_72"
2 478 2 "18_72"
1 936 3 "18_72"
2 420 4 "18_72"
1 40 1 "18_73"
2 405 2 "18_73"
1 559 3 "18_73"
2 318 4 "18_73"
1 1033 5 "18_73"
2 1775 6 "18_73"
1 1316 7 "18_73"
1 179 1 "18_74"
2 577 2 "18_74"
1 1394 3 "18_74"
2 261 4 "18_74"
1 478 5 "18_74"
1 239 1 "18_75"
2 416 2 "18_75"
1 697 3 "18_75"
2 898 4 "18_75"
1 796 5 "18_75"
2 778 6 "18_75"
1 358 7 "18_75"
1 325 1 "18_76"
2 580 2 "18_76"
1 273 1 "18_77"
2 2610 2 "18_77"
1 2573 3 "18_77"
2 1715 4 "18_77"
1 399 5 "18_77"
2 697 6 "18_77"
1 279 1 "18_78"
2 856 2 "18_78"
2 457 1 "18_79"
1 1076 2 "18_79"
2 957 3 "18_79"
1 1375 4 "18_79"
2 601 5 "18_79"
1 1373 6 "18_79"
1 339 1 "18_80"
2 418 2 "18_80"
1 837 3 "18_80"
2 1257 4 "18_80"
1 379 1 "18_81"
2 676 2 "18_81"
1 758 3 "18_81"
2 359 4 "18_81"
1 559 5 "18_81"
2 219 1 "18_82"
1 498 2 "18_82"
2 478 3 "18_82"
1 259 1 "18_83"
2 518 2 "18_83"
1 259 1 "18_84"
2 2212 2 "18_84"
1 1994 3 "18_84"
2 878 4 "18_84"
1 678 1 "18_85"
2 438 2 "18_85"
1 117 3 "18_85"
1 239 1 "18_86"
2 518 2 "18_86"
1 219 1 "18_87"
2 1136 2 "18_87"
1 1613 3 "18_87"
2 1423 4 "18_87"
1 1347 5 "18_87"
2 439 6 "18_87"
1 857 1 "18_88"
2 458 2 "18_88"
1 60 3 "18_88"
1 260 1 "18_89"
2 537 2 "18_89"
1 658 3 "18_89"
1 219 1 "18_90"
2 378 2 "18_90"
1 517 3 "18_90"
2 480 4 "18_90"
1 200 5 "18_90"
2 20 6 "18_90"
1 319 1 "18_91"
2 358 2 "18_91"
1 1892 3 "18_91"
2 859 4 "18_91"
1 259 1 "18_92"
2 538 2 "18_92"
1 458 1 "18_93"
2 499 2 "18_93"
1 897 3 "18_93"
2 480 4 "18_93"
1 180 1 "18_94"
2 577 2 "18_94"
1 897 3 "18_94"
2 203 4 "18_94"
1 259 1 "18_95"
2 218 2 "18_95"
1 498 3 "18_95"
2 2232 4 "18_95"
1 500 5 "18_95"
2 421 6 "18_95"
1 319 1 "18_96"
2 577 2 "18_96"
1 2352 3 "18_96"
2 681 4 "18_96"
1 80 5 "18_96"
1 220 1 "18_97"
2 916 2 "18_97"
1 677 3 "18_97"
2 1495 4 "18_97"
1 220 1 "18_98"
2 597 2 "18_98"
1 179 1 "18_99"
2 1475 2 "18_99"
1 575 3 "18_99"
2 418 4 "18_99"
1 41 5 "18_99"
1 200 1 "18_100"
2 457 2 "18_100"
1 957 3 "18_100"
2 1057 4 "18_100"
1 99 5 "18_100"
1 258 1 "19_1"
2 677 2 "19_1"
1 99 3 "19_1"
2 319 1 "19_2"
1 578 2 "19_2"
2 777 3 "19_2"
1 378 1 "19_3"
2 478 2 "19_3"
1 758 3 "19_3"
2 79 4 "19_3"
1 437 1 "19_4"
2 877 2 "19_4"
1 219 3 "19_4"
1 377 1 "19_5"
2 817 2 "19_5"
1 159 3 "19_5"
1 300 1 "19_6"
2 498 2 "19_6"
1 199 3 "19_6"
1 538 1 "19_7"
2 817 2 "19_7"
1 179 3 "19_7"
1 279 1 "19_8"
2 538 2 "19_8"
1 159 3 "19_8"
1 200 1 "19_9"
2 518 2 "19_9"
1 518 3 "19_9"
1 320 1 "19_10"
2 676 2 "19_10"
1 360 3 "19_10"
1 398 1 "19_11"
2 837 2 "19_11"
2 20 1 "19_12"
1 976 2 "19_12"
2 618 3 "19_12"
1 200 4 "19_12"
1 219 1 "19_13"
2 398 2 "19_13"
1 159 3 "19_13"
2 399 4 "19_13"
1 319 5 "19_13"
2 100 1 "19_14"
1 298 2 "19_14"
2 837 3 "19_14"
1 359 4 "19_14"
1 179 1 "19_15"
2 757 2 "19_15"
1 120 3 "19_15"
1 319 1 "19_16"
2 577 2 "19_16"
1 399 3 "19_16"
1 359 1 "19_17"
2 400 2 "19_17"
1 363 3 "19_17"
1 339 1 "19_18"
2 358 2 "19_18"
1 401 3 "19_18"
2 625 4 "19_18"
1 179 1 "19_19"
2 717 2 "19_19"
1 817 3 "19_19"
2 279 4 "19_19"
1 179 1 "19_20"
2 518 2 "19_20"
1 1294 3 "19_20"
2 459 4 "19_20"
1 298 1 "19_21"
2 817 2 "19_21"
1 647 1 "19_22"
2 597 2 "19_22"
1 299 1 "19_23"
2 578 2 "19_23"
1 379 1 "19_24"
2 599 2 "19_24"
1 239 3 "19_24"
1 378 1 "19_25"
2 518 2 "19_25"
1 797 3 "19_25"
2 180 1 "19_26"
1 757 2 "19_26"
2 737 3 "19_26"
1 200 4 "19_26"
1 308 1 "19_27"
2 558 2 "19_27"
1 358 1 "19_28"
2 837 2 "19_28"
1 577 3 "19_28"
1 298 1 "19_29"
2 498 2 "19_29"
1 538 3 "19_29"
2 558 4 "19_29"
1 299 5 "19_29"
1 358 1 "19_30"
2 957 2 "19_30"
1 20 3 "19_30"
2 817 4 "19_30"
1 284 1 "19_31"
2 517 2 "19_31"
1 457 3 "19_31"
1 298 1 "19_32"
2 557 2 "19_32"
1 179 3 "19_32"
2 459 4 "19_32"
1 5 1 "19_33"
2 657 2 "19_33"
1 399 3 "19_33"
2 458 4 "19_33"
1 340 1 "19_34"
2 757 2 "19_34"
1 338 1 "19_35"
2 776 2 "19_35"
1 519 3 "19_35"
2 418 4 "19_35"
1 498 1 "19_36"
2 597 2 "19_36"
1 358 3 "19_36"
1 318 1 "19_37"
2 618 2 "19_37"
1 761 3 "19_37"
1 279 1 "19_38"
2 817 2 "19_38"
1 359 1 "19_39"
2 518 2 "19_39"
1 560 3 "19_39"
1 359 1 "19_40"
2 692 2 "19_40"
1 458 1 "19_41"
2 438 2 "19_41"
1 498 3 "19_41"
2 479 4 "19_41"
1 1016 5 "19_41"
1 298 1 "19_42"
2 1455 2 "19_42"
1 446 3 "19_42"
2 101 4 "19_42"
1 339 1 "19_43"
2 438 2 "19_43"
1 279 3 "19_43"
2 260 4 "19_43"
2 151 1 "19_44"
1 758 2 "19_44"
1 319 1 "19_45"
2 558 2 "19_45"
1 698 3 "19_45"
2 320 4 "19_45"
1 319 1 "19_46"
2 936 2 "19_46"
1 300 1 "19_47"
2 777 2 "19_47"
1 298 1 "19_48"
2 538 2 "19_48"
1 160 3 "19_48"
1 222 1 "19_49"
2 638 2 "19_49"
1 299 1 "19_50"
2 738 2 "19_50"
1 319 3 "19_50"
1 276 1 "19_51"
2 418 2 "19_51"
1 60 3 "19_51"
2 358 1 "19_52"
1 677 2 "19_52"
2 438 3 "19_52"
1 120 4 "19_52"
1 278 1 "19_53"
2 678 2 "19_53"
1 776 1 "19_54"
2 319 2 "19_54"
1 1118 3 "19_54"
1 299 1 "19_55"
2 458 2 "19_55"
1 538 3 "19_55"
2 140 1 "19_56"
1 479 2 "19_56"
2 557 3 "19_56"
1 160 4 "19_56"
2 283 1 "19_57"
1 975 2 "19_57"
2 479 3 "19_57"
1 259 4 "19_57"
2 159 5 "19_57"
2 737 1 "19_58"
1 478 2 "19_58"
2 239 3 "19_58"
1 339 1 "19_59"
2 1455 2 "19_59"
1 359 1 "19_60"
2 298 2 "19_60"
1 380 3 "19_60"
1 299 1 "19_61"
2 438 2 "19_61"
1 319 3 "19_61"
2 559 4 "19_61"
1 238 5 "19_61"
2 476 1 "19_62"
1 478 2 "19_62"
2 183 3 "19_62"
1 299 1 "19_63"
2 657 2 "19_63"
1 179 3 "19_63"
1 180 1 "19_64"
2 518 2 "19_64"
1 458 3 "19_64"
2 797 4 "19_64"
1 220 5 "19_64"
1 319 1 "19_65"
2 518 2 "19_65"
1 878 3 "19_65"
2 478 4 "19_65"
1 319 1 "19_66"
2 518 2 "19_66"
1 519 3 "19_66"
1 199 1 "19_67"
2 678 2 "19_67"
1 260 1 "19_68"
2 379 2 "19_68"
1 379 3 "19_68"
2 80 1 "19_69"
1 180 2 "19_69"
2 800 3 "19_69"
1 140 1 "19_70"
2 359 2 "19_70"
1 435 3 "19_70"
1 160 1 "19_71"
2 398 2 "19_71"
1 458 3 "19_71"
1 200 1 "19_72"
2 359 2 "19_72"
1 399 3 "19_72"
2 235 4 "19_72"
1 102 5 "19_72"
2 331 1 "19_73"
1 645 2 "19_73"
2 558 3 "19_73"
1 199 4 "19_73"
2 341 1 "19_74"
1 478 2 "19_74"
2 478 3 "19_74"
2 220 1 "19_75"
1 736 2 "19_75"
2 637 3 "19_75"
