"id" "v1" "v2" "decision" "rt"
"46_52" 0 0 2 1153
"46_53" 5 1 2 715
"46_55" 7 5 2 1296
"46_56" 5 7 2 692
"46_57" 2 5 1 498
"46_58" 3 0 2 3011
"46_59" 5 5 1 1292
"46_60" 1 3 2 1528
"46_61" 7 5 2 1014
"46_62" 5 5 1 1736
"46_63" 2 1 2 3150
"46_64" 5 7 1 1627
"46_65" 5 2 2 1215
"46_66" 5 5 2 5702
"46_67" 2 1 1 1389
"46_68" 5 2 2 1236
"46_69" 5 3 2 3742
"46_70" 5 3 2 1854
"46_71" 5 7 1 1886
"46_72" 0 0 2 1071
"46_73" 7 3 2 789
"46_74" 2 1 1 1266
"46_75" 0 3 1 1115
"46_76" 5 3 1 7041
"46_77" 2 7 1 1907
"46_78" 7 3 2 1192
"46_79" 5 2 2 373
"46_80" 7 5 2 761
"46_81" 2 0 2 813
"46_82" 7 5 2 2207
"46_83" 3 7 1 2134
"46_84" 3 7 1 1473
"46_85" 5 3 1 4009
"46_87" 5 2 2 1357
"46_88" 0 5 1 842
"46_89" 7 7 1 2248
"46_90" 1 0 2 1684
"46_91" 3 0 2 804
"46_92" 0 2 2 877
"46_93" 7 5 2 1155
"46_94" 1 3 2 781
"46_95" 7 5 2 682
"46_96" 5 0 2 957
"46_97" 2 1 1 836
"46_98" 3 1 2 1117
"46_99" 5 3 2 1731
"46_100" 3 5 1 1691
"47_1" 0 0 2 4683
"47_2" 0 3 1 2073
"47_3" 0 1 1 1993
"47_4" 6 1 2 1654
"47_5" 0 3 1 2810
"47_6" 1 1 2 2432
"47_7" 4 1 2 1036
"47_8" 0 4 1 839
"47_9" 4 0 2 2152
"47_10" 3 0 2 2272
"47_11" 3 3 1 1416
"47_12" 1 2 2 1734
"47_13" 1 1 2 1254
"47_14" 0 0 1 1096
"47_15" 0 3 1 1276
"47_16" 0 1 2 1614
"47_17" 1 1 2 2391
"47_18" 4 1 2 759
"47_19" 1 1 1 1476
"47_20" 3 3 1 1115
"47_21" 0 4 1 858
"47_22" 6 4 1 837
"47_23" 1 0 1 1415
"47_24" 3 0 1 1136
"47_25" 1 0 1 1473
"47_26" 6 1 2 837
"47_27" 3 4 1 618
"47_28" 5 2 2 596
"47_29" 1 1 2 996
"47_30" 3 0 1 757
"47_31" 1 1 1 2175
"47_32" 2 3 1 2712
"47_33" 1 2 1 1295
"47_34" 3 1 1 3709
"47_35" 1 4 1 2810
"47_36" 1 1 2 2691
"47_37" 0 1 2 2551
"47_38" 1 0 1 3129
"47_39" 1 1 1 1036
"47_40" 0 0 1 3449
"47_41" 0 3 1 837
"47_42" 2 1 2 1057
"47_43" 1 3 1 1476
"47_44" 1 0 1 1056
"47_45" 8 3 2 956
"47_46" 3 1 2 817
"47_47" 1 0 2 1376
"47_48" 3 1 2 1216
"47_49" 1 6 1 658
"47_50" 0 5 1 478
"47_51" 1 0 1 936
"47_52" 1 0 1 1694
"47_53" 6 1 2 720
"47_54" 3 3 2 1596
"47_55" 2 2 2 876
"47_56" 2 0 1 1913
"47_57" 1 0 2 2332
"47_58" 2 1 2 559
"47_59" 0 2 1 657
"47_60" 0 0 2 3268
"47_61" 4 1 2 955
"47_62" 4 0 2 797
"47_63" 5 4 2 896
"47_64" 1 4 1 518
"47_65" 0 1 1 1873
"47_66" 5 8 2 738
"47_67" 1 3 1 1755
"47_68" 7 3 2 756
"47_69" 1 1 2 1695
"47_70" 3 0 2 1953
"47_71" 2 1 1 2950
"47_72" 2 1 1 1893
"47_73" 1 0 2 3668
"47_74" 0 2 1 1415
"47_75" 0 4 1 898
"47_76" 1 1 1 2512
"47_77" 2 1 1 998
"47_78" 1 4 1 936
"47_79" 1 1 1 2553
"47_80" 5 9 2 4027
"47_81" 0 1 2 1016
"47_82" 2 1 2 717
"47_83" 4 0 2 959
"47_84" 1 4 1 578
"47_85" 5 0 2 717
"47_86" 6 3 2 1495
"47_87" 1 5 1 598
"47_88" 0 1 1 1852
"47_89" 0 1 2 2174
"47_90" 0 1 2 2292
"47_91" 0 4 1 657
"47_92" 5 3 2 439
"47_93" 5 1 2 679
"47_94" 1 1 1 2494
"47_95" 3 7 1 577
"47_96" 5 0 2 458
"47_97" 5 1 2 438
"47_98" 3 5 1 677
"47_99" 4 1 2 798
"47_100" 0 1 1 2291
"48_1" 1 0 2 1813
"48_2" 1 1 1 2731
"48_3" 1 0 2 2311
"48_4" 0 2 1 2312
"48_5" 2 0 2 4364
"48_6" 0 1 1 3447
"48_7" 3 4 1 2272
"48_8" 0 0 2 8152
"48_9" 1 2 1 1256
"48_10" 0 3 1 1018
"48_11" 0 0 2 2894
"48_12" 0 1 2 1836
"48_13" 4 2 2 1116
"48_14" 0 5 1 1496
"48_15" 2 0 1 4404
"48_16" 0 0 1 5977
"48_17" 0 1 1 1197
"48_18" 4 1 2 1615
"48_19" 4 1 2 1278
"48_20" 2 1 2 1876
"48_21" 1 2 1 4246
"48_22" 4 4 1 4086
"48_23" 5 4 2 1934
"48_24" 2 5 1 1157
"48_25" 4 2 2 1853
"48_26" 1 4 1 1174
"48_27" 1 0 2 3406
"48_28" 3 0 2 3508
"48_29" 2 1 1 1893
"48_30" 4 5 1 1174
"48_31" 2 1 1 2432
"48_32" 2 0 1 5002
"48_33" 1 4 1 1592
"48_34" 1 1 1 1076
"48_35" 1 3 1 3049
"48_36" 1 0 2 2549
"48_37" 0 3 1 1574
"48_38" 2 4 1 1516
"48_39" 5 0 2 2050
"48_40" 0 0 1 6033
"48_41" 2 4 1 978
"48_42" 0 1 1 4401
"48_43" 1 2 2 2635
"48_44" 3 0 1 2332
"48_45" 0 3 1 6913
"48_46" 1 1 1 2887
"48_47" 0 1 1 3787
"48_48" 1 3 1 1474
"48_49" 0 3 2 3999
"48_50" 4 0 2 933
"48_51" 0 1 1 1592
"48_52" 1 1 1 1512
"48_53" 2 1 1 937
"48_54" 1 0 2 1356
"48_55" 1 2 1 2969
"48_56" 0 2 1 1974
"48_57" 3 1 2 993
"48_58" 0 1 1 1933
"48_59" 3 3 2 2266
"48_60" 0 3 1 2652
"48_61" 1 1 1 2432
"48_62" 0 5 1 996
"48_63" 0 0 1 2253
"48_64" 3 0 2 738
"48_65" 0 0 2 2686
"48_66" 1 4 1 1036
"48_67" 3 1 2 2232
"48_68" 0 0 2 4086
"48_69" 0 1 2 2652
"48_70" 0 2 1 1216
"48_71" 0 2 1 5020
"48_72" 0 0 1 1695
"48_73" 0 3 1 937
"48_74" 1 0 2 1057
"48_75" 0 0 1 2312
"48_76" 0 1 1 1056
"48_77" 4 0 2 1134
"48_78" 0 1 1 857
"48_79" 3 1 2 974
"48_80" 0 0 2 1595
"48_81" 0 3 1 1219
"48_82" 0 2 1 917
"48_83" 2 0 2 757
"48_84" 1 1 1 2491
"48_85" 2 3 1 2869
"48_86" 0 2 1 2447
"48_87" 2 1 1 2190
"48_88" 0 1 1 697
"48_89" 0 2 1 2613
"48_90" 0 0 2 5182
"48_91" 2 5 1 917
"48_92" 0 2 1 758
"48_93" 4 0 2 1019
"48_94" 1 3 1 679
"48_95" 0 0 1 1834
"48_96" 2 1 2 1036
"48_97" 0 0 1 2057
"48_98" 0 4 1 2094
"48_99" 0 4 1 618
"48_100" 1 5 1 1236
"49_1" 6 4 2 1055
"49_2" 3 1 2 676
"49_3" 0 0 1 816
"49_4" 3 8 1 578
"49_5" 0 3 1 1594
"49_6" 3 5 1 836
"49_7" 5 4 2 718
"49_8" 0 5 1 776
"49_9" 4 0 1 936
"49_10" 4 0 2 935
"49_11" 5 8 1 1117
"49_12" 0 1 1 755
"49_13" 3 1 1 835
"49_14" 5 7 1 996
"49_15" 2 0 2 1536
"49_16" 5 5 2 1335
"49_17" 0 5 1 1275
"49_18" 3 2 2 1355
"49_19" 4 3 2 1238
"49_20" 5 0 2 817
"49_21" 0 4 1 997
"49_22" 5 5 1 1098
"49_23" 1 2 2 1437
"49_24" 1 5 1 1356
"49_25" 0 4 1 2650
"49_26" 7 4 2 641
"49_27" 6 5 1 1196
"49_28" 7 4 2 758
"49_29" 3 0 2 837
"49_30" 0 3 1 740
"49_31" 4 4 1 1276
"49_32" 5 3 2 877
"49_33" 7 8 1 577
"49_34" 0 1 1 854
"49_35" 0 0 1 994
"49_36" 7 7 2 1494
"49_37" 0 5 1 700
"49_38" 7 6 1 1075
"49_39" 6 6 2 1673
"49_40" 3 3 1 1115
"49_41" 0 4 1 1195
"49_42" 2 4 2 1856
"49_43" 5 0 2 997
"49_44" 1 0 2 1176
"49_45" 5 6 1 656
"49_46" 3 5 1 799
"49_47" 3 0 2 1014
"49_48" 4 3 2 996
"49_49" 5 5 1 1453
"49_50" 6 10 1 979
"49_51" 0 3 1 1194
"49_52" 10 6 2 497
"49_53" 8 5 2 672
"49_54" 4 0 2 853
"49_55" 2 2 1 1805
"49_56" 3 3 1 917
"49_57" 3 3 2 1215
"49_58" 4 1 2 657
"49_59" 7 4 2 1156
"49_60" 1 3 1 1055
"49_61" 6 5 1 1395
"49_62" 0 2 2 1197
"49_63" 7 5 2 1894
"49_64" 0 2 1 1136
"49_65" 6 5 2 1037
"49_66" 0 0 1 1035
"49_67" 0 4 1 1170
"49_68" 0 3 1 1374
"49_69" 6 5 1 2550
"49_70" 3 4 1 1256
"49_71" 4 5 1 995
"49_72" 1 4 1 1076
"49_73" 0 3 1 1198
"49_74" 5 7 1 935
"49_75" 1 2 2 813
"49_76" 5 4 2 1676
"49_77" 7 8 2 740
"49_78" 8 5 2 895
"49_79" 8 5 1 1098
"49_80" 8 4 2 600
"49_81" 5 0 2 1393
"49_82" 5 2 2 1194
"49_83" 5 2 2 934
"49_84" 7 5 2 862
"49_85" 6 3 2 917
"49_86" 1 3 2 1355
"49_87" 4 5 2 1227
"49_88" 0 5 1 777
"49_89" 0 1 2 1113
"49_90" 2 4 1 718
"49_91" 4 0 2 635
"49_92" 0 3 2 1097
"49_93" 3 5 1 1534
"49_94" 1 3 1 758
"49_95" 3 6 1 677
"49_96" 0 5 1 1097
"49_97" 0 2 1 561
"49_98" 5 5 1 719
"49_99" 4 3 1 816
"49_100" 7 4 2 739
"51_1" 3 1 2 3098
"51_2" 0 1 2 2889
"51_3" 1 3 1 3546
"51_4" 0 1 1 2864
"51_5" 0 3 1 1948
"51_6" 2 2 1 1778
"51_7" 0 2 2 2643
"51_8" 1 3 1 1311
"51_9" 4 1 2 1119
"51_10" 0 1 1 1479
"51_11" 2 4 1 1349
"51_12" 2 2 1 1872
"51_13" 0 2 2 3688
"51_14" 0 2 1 1776
"51_15" 3 2 2 1357
"51_16" 2 0 2 2072
"51_17" 2 0 2 1199
"51_18" 1 2 2 2790
"51_19" 1 0 2 3112
"51_20" 2 2 2 3410
"51_21" 3 0 2 882
"51_22" 3 2 1 3612
"51_23" 2 3 2 2617
"51_24" 5 1 2 1257
"51_25" 1 0 2 1713
"51_26" 3 1 2 1431
"51_27" 2 0 2 956
"51_28" 1 2 1 937
"51_29" 2 0 2 1372
"51_30" 2 0 2 1696
"51_31" 0 5 1 656
"51_32" 3 2 1 1891
"51_33" 1 0 1 1176
"51_34" 2 4 1 1893
"51_35" 1 1 1 816
"51_36" 2 1 2 1078
"51_37" 0 2 1 1271
"51_38" 0 2 1 633
"51_39" 0 2 1 975
"51_40" 2 2 2 1710
"51_41" 2 1 2 1219
"51_42" 2 1 1 3345
"51_43" 1 2 1 892
"51_44" 2 1 2 913
"51_45" 1 0 2 3387
"51_46" 2 3 2 1953
"51_47" 1 2 2 1815
"51_48" 4 2 2 1798
"51_49" 1 0 2 2770
"51_50" 1 0 2 1133
"51_51" 0 4 1 1136
"51_52" 1 0 1 2371
"51_53" 3 0 2 1577
"51_54" 0 0 1 1493
"51_55" 2 4 1 1672
"51_56" 2 3 1 1214
"51_57" 4 2 2 1173
"51_58" 1 0 2 2473
"51_59" 4 3 2 1953
"51_60" 2 1 2 397
"51_61" 1 2 2 2276
"51_62" 1 1 2 1713
"51_63" 2 3 1 1336
"51_64" 0 1 1 1195
"51_65" 0 4 1 2412
"51_66" 0 1 1 2113
"51_67" 2 3 1 1576
"51_68" 1 4 1 1216
"51_69" 4 3 2 1672
"51_70" 2 0 2 3226
"51_71" 0 0 1 1356
"51_72" 2 1 1 1378
"51_73" 3 2 2 1828
"51_74" 1 0 2 2491
"51_75" 1 1 2 1307
"51_76" 0 4 1 935
"51_77" 3 2 2 1713
"51_78" 1 1 2 1055
"51_79" 0 3 1 856
"51_80" 0 1 2 674
"51_81" 4 3 1 1533
"51_82" 2 1 1 1374
"51_83" 1 2 1 1607
"51_84" 0 0 2 1336
"51_85" 1 0 2 2274
"51_86" 2 1 2 1295
"51_87" 5 3 2 979
"51_88" 2 2 1 1854
"51_89" 1 0 2 1338
"51_90" 4 1 2 817
"51_91" 3 2 2 2474
"51_92" 2 2 2 956
"51_93" 2 0 2 1244
"51_94" 1 1 2 1235
"51_95" 2 2 2 1137
"51_96" 0 1 1 1670
"51_97" 1 4 1 1096
"51_98" 0 0 2 1474
"51_99" 0 0 1 2332
"51_100" 5 2 2 996
"52_1" 2 5 2 705
"52_2" 2 0 2 976
"52_3" 0 2 2 1277
"52_4" 2 6 1 279
"52_5" 2 3 2 417
"52_6" 2 1 2 818
"52_7" 5 5 2 1118
"52_8" 5 6 1 618
"52_9" 4 6 1 996
"52_10" 3 0 1 1736
"52_11" 4 2 2 658
"52_12" 3 4 1 998
"52_13" 3 0 2 617
"52_14" 0 2 2 2574
"52_15" 3 0 1 1160
"52_16" 3 3 2 637
"52_17" 0 2 1 935
"52_18" 2 3 1 1654
"52_19" 2 2 2 500
"52_20" 1 1 2 875
"52_21" 2 2 2 1178
"52_22" 2 2 2 779
"52_23" 2 0 2 1993
"52_24" 4 2 2 540
"52_25" 0 2 1 796
"52_26" 3 1 2 518
"52_27" 2 2 2 1298
"52_28" 2 3 1 1277
"52_29" 5 6 1 380
"52_30" 2 2 1 995
"52_31" 2 1 1 2213
"52_32" 1 0 2 1094
"52_33" 0 2 2 2091
"52_34" 4 5 1 678
"52_35" 2 0 2 823
"52_36" 4 2 2 815
"52_37" 3 0 2 956
"52_38" 3 2 1 498
"52_39" 5 5 2 636
"52_40" 4 2 1 1617
"52_41" 2 4 1 974
"52_42" 0 2 2 1074
"52_43" 2 0 2 1155
"52_44" 2 3 1 558
"52_45" 6 6 2 498
"52_46" 2 5 2 702
"52_47" 2 1 2 617
"52_48" 0 3 1 935
"52_49" 0 2 1 718
"52_50" 1 0 2 718
"52_51" 3 1 2 816
"52_52" 0 1 1 1120
"52_53" 5 2 2 437
"52_54" 2 1 2 702
"52_55" 2 6 1 400
"52_56" 5 4 2 758
"52_57" 4 5 2 1013
"52_58" 2 2 2 1291
"52_59" 2 0 1 895
"52_60" 4 0 2 797
"52_61" 4 2 2 955
"52_62" 4 3 2 481
"52_63" 4 0 2 839
"52_64" 4 3 2 398
"52_65" 0 0 1 896
"52_66" 4 9 2 677
"52_67" 6 2 2 720
"52_68" 4 1 2 718
"52_69" 4 3 1 659
"52_70" 3 0 2 498
"52_71" 5 2 2 557
"52_72" 2 2 2 374
"52_73" 6 5 2 519
"52_74" 2 2 2 678
"52_75" 2 2 2 1079
"52_76" 2 2 2 896
"52_77" 5 0 2 794
"52_78" 3 4 1 777
"52_79" 3 3 1 659
"52_80" 3 2 2 1415
"52_81" 2 2 1 500
"52_82" 6 2 2 499
"52_83" 5 2 2 676
"52_84" 6 5 2 439
"52_85" 0 2 1 658
"52_86" 2 2 2 997
"52_87" 1 5 1 681
"52_88" 2 4 2 1373
"52_89" 0 0 1 818
"52_90" 4 2 2 677
"52_91" 4 7 1 460
"52_92" 1 4 1 441
"52_93" 5 2 2 816
"52_94" 4 6 1 357
"52_95" 2 0 2 1097
"52_96" 0 2 1 1217
"52_97" 0 2 2 1616
"52_98" 2 2 1 618
"52_99" 1 3 1 657
"52_100" 0 2 2 1157
"53_1" 3 2 2 599
"53_2" 2 0 2 1435
"53_3" 1 0 1 1114
"53_4" 1 3 1 140
"53_5" 5 2 2 978
"53_6" 2 2 1 1336
"53_7" 0 2 2 936
"53_8" 1 1 1 1536
"53_9" 3 5 2 1362
"53_10" 2 2 2 941
"53_11" 0 0 1 1101
"53_12" 5 2 2 1021
"53_13" 2 0 2 1254
"53_14" 7 5 1 938
"53_15" 2 5 1 519
"53_16" 0 2 1 2696
"53_17" 0 0 1 2054
"53_18" 2 0 2 1236
"53_19" 0 5 1 1239
"53_20" 0 5 1 2852
"53_21" 3 0 2 5252
"53_22" 0 2 1 1279
"53_23" 1 5 1 1098
"53_24" 2 3 1 377
"53_25" 0 2 1 1173
"53_26" 0 2 2 2033
"53_27" 3 3 2 1125
"53_28" 0 5 1 976
"53_29" 1 1 2 1514
"53_30" 0 0 2 1135
"53_31" 2 1 1 1953
"53_32" 2 0 2 975
"53_33" 2 0 2 857
"53_34" 5 10 1 753
"53_35" 3 3 2 540
"53_36" 0 0 2 1175
"53_37" 2 5 1 1513
"53_38" 3 0 2 977
"53_39" 7 3 1 438
"53_40" 3 8 1 1116
"53_41" 2 3 2 757
"53_42" 5 1 1 1972
"53_43" 3 1 2 876
"53_44" 7 3 2 898
"53_45" 3 2 2 1173
"53_46" 2 0 1 1096
"53_47" 7 3 2 704
"53_48" 7 2 2 1695
"53_49" 3 0 1 2472
"53_50" 3 2 2 1253
"53_51" 1 3 1 1474
"53_52" 10 6 2 637
"53_53" 0 0 2 2252
"53_54" 2 0 1 1496
"53_55" 2 2 2 1036
"53_56" 2 5 1 1016
"53_57" 1 2 1 1032
"53_58" 3 0 2 914
"53_59" 5 3 2 1315
"53_60" 3 0 2 896
"53_61" 0 3 1 1374
"53_62" 0 2 1 1837
"53_63" 6 3 2 1472
"53_64" 5 5 1 1196
"53_65" 0 2 1 1156
"53_66" 3 1 2 1654
"53_67" 0 2 1 1255
"53_68" 3 0 2 837
"53_69" 0 5 1 679
"53_70" 0 1 1 617
"53_71" 6 7 1 938
"53_72" 0 0 1 719
"53_73" 5 0 2 1774
"53_74" 1 0 1 1955
"53_75" 5 3 2 1138
"53_76" 2 0 1 4410
"53_77" 0 3 1 578
"53_78" 5 0 2 837
"53_79" 6 1 1 1238
"53_80" 2 0 2 953
"53_81" 7 3 2 837
"53_82" 2 2 2 1016
"53_83" 5 0 2 716
"53_84" 0 0 1 654
"53_85" 1 0 2 1077
"53_86" 5 0 2 518
"53_87" 7 2 2 776
"53_88" 5 6 1 658
"53_89" 3 6 1 1297
"53_90" 0 2 2 2174
"53_91" 0 0 2 1336
"53_92" 0 2 2 1354
"53_93" 0 0 2 1093
"53_94" 0 2 1 617
"53_95" 10 5 2 581
"53_96" 1 2 1 877
"53_97" 3 0 2 937
"53_98" 0 0 1 1394
"53_99" 5 3 2 598
"53_100" 0 2 1 901
"54_1" 4 2 1 836
"54_2" 2 4 1 1375
"54_3" 10 8 1 2093
"54_4" 2 10 1 1417
"54_5" 4 2 2 1414
"54_6" 2 2 2 1119
"54_7" 2 10 1 717
"54_8" 2 10 2 2153
"54_9" 2 5 1 975
"54_10" 2 4 1 1596
"54_11" 2 2 2 1198
"54_12" 8 5 2 1633
"54_13" 9 2 1 1455
"54_14" 2 10 2 5239
"54_15" 5 8 1 996
"54_16" 10 2 2 1157
"54_17" 10 2 1 1615
"54_18" 4 4 1 1018
"54_19" 10 2 1 2933
"54_20" 2 8 1 936
"54_21" 2 10 1 1094
"54_22" 0 8 2 2272
"54_23" 5 8 1 957
"54_24" 10 5 2 1236
"54_25" 4 10 2 1355
"54_26" 2 10 1 836
"54_27" 5 5 2 1116
"54_28" 5 2 1 2114
"54_29" 2 2 2 836
"54_30" 8 4 1 2433
"54_31" 2 2 2 1175
"54_32" 8 8 1 991
"54_33" 5 8 1 1853
"54_34" 8 2 2 1235
"54_35" 8 0 1 1096
"54_36" 2 2 1 795
"54_37" 5 10 1 539
"54_38" 4 2 2 1733
"54_39" 2 2 1 1973
"54_40" 9 10 1 836
"54_41" 0 8 1 1196
"54_42" 9 10 1 1116
"54_43" 2 10 1 1097
"54_44" 2 4 1 1117
"54_45" 10 9 2 1295
"54_46" 8 10 2 1036
"54_47" 8 8 1 3369
"54_48" 10 2 2 857
"54_49" 10 2 2 1017
"54_50" 10 5 2 837
"54_51" 4 8 2 917
"54_52" 5 8 1 659
"54_53" 4 8 2 1414
"54_54" 8 2 2 577
"54_55" 10 2 2 777
"54_56" 5 2 2 1874
"54_57" 10 2 2 817
"54_58" 4 5 2 1833
"54_59" 8 10 2 2170
"54_60" 8 8 1 1378
"54_61" 2 10 1 759
"54_62" 2 2 1 1833
"54_63" 4 10 1 1714
"54_64" 5 2 1 1356
"54_65" 2 6 1 1017
"54_66" 2 8 1 1256
"54_67" 4 2 1 936
"54_68" 2 2 2 1834
"54_69" 5 0 1 1196
"54_70" 2 2 1 919
"54_71" 2 2 2 817
"54_72" 10 8 2 2632
"54_73" 2 10 1 1295
"54_74" 8 2 1 1336
"54_75" 8 4 2 797
"54_76" 2 2 1 977
"54_77" 8 2 2 1077
"54_78" 0 5 2 1695
"54_79" 8 4 2 1455
"54_80" 10 10 1 1057
"54_81" 6 2 2 1397
"54_82" 4 10 1 756
"54_83" 4 2 1 976
"54_84" 2 2 2 757
"54_85" 6 2 2 976
"54_86" 2 2 1 1703
"54_87" 4 8 1 618
"54_88" 10 10 1 400
"54_89" 2 10 1 1084
"54_90" 0 4 1 2273
"54_91" 2 9 2 1394
"54_92" 5 8 2 2771
"54_93" 8 8 1 1495
"54_94" 10 10 1 1673
"54_95" 2 10 1 829
"54_96" 6 10 1 896
"54_97" 2 10 1 538
"54_98" 2 6 2 1255
"54_99" 4 6 1 743
"54_100" 2 10 1 917
"55_1" 10 7 2 1017
"55_2" 3 7 1 1198
"55_3" 4 0 2 3246
"55_4" 5 4 2 1340
"55_5" 8 7 1 7626
"55_6" 3 5 2 4322
"55_7" 3 3 2 2468
"55_8" 0 2 1 3703
"55_9" 4 7 1 1320
"55_10" 5 7 1 1610
"55_11" 4 5 1 1814
"55_12" 10 5 2 1852
"55_13" 8 7 2 3067
"55_14" 5 8 1 2031
"55_15" 7 5 2 1854
"55_16" 5 4 2 3464
"55_17" 0 4 1 2251
"55_18" 7 4 2 3449
"55_19" 7 7 1 1575
"55_20" 5 10 1 1476
"55_21" 6 10 1 3485
"55_22" 2 1 1 2213
"55_23" 6 5 2 2072
"55_24" 6 2 2 2529
"55_25" 5 4 1 2909
"55_26" 8 4 2 1573
"55_27" 5 1 2 2765
"55_28" 7 5 2 3464
"55_29" 5 6 1 1832
"55_30" 5 7 1 3985
"55_31" 6 10 1 2088
"55_32" 10 8 2 1572
"55_33" 8 6 1 2246
"55_34" 6 7 1 3805
"55_35" 5 7 1 8178
"55_36" 2 1 2 2612
"55_37" 4 1 2 2910
"55_38" 7 7 2 2227
"55_39" 5 8 1 1634
"55_40" 1 0 2 4742
"55_41" 2 2 1 1313
"55_42" 2 2 1 1651
"55_43" 8 9 2 4764
"55_44" 10 5 2 1395
"55_45" 5 7 1 1730
"55_46" 4 7 1 6250
"55_47" 5 6 1 7597
"55_48" 8 7 1 1250
"55_49" 0 2 1 6458
"55_50" 4 4 2 3484
"55_51" 4 7 1 1015
"55_52" 3 7 1 2075
"55_53" 8 5 2 1415
"55_54" 8 8 2 5636
"55_55" 7 10 1 1516
"55_56" 8 3 2 4323
"55_57" 5 8 1 1688
"55_58" 5 10 1 1352
"55_59" 4 2 2 2287
"55_60" 4 3 2 7732
"55_61" 5 6 2 4125
"55_62" 8 5 2 1634
"55_63" 0 2 2 8545
"55_64" 4 8 1 1176
"55_65" 5 4 1 5458
"55_66" 5 8 1 1593
"55_67" 6 3 2 1193
"55_68" 5 6 1 1075
"55_69" 4 2 1 4162
"55_70" 5 0 2 1690
"55_71" 10 7 2 1154
"55_72" 1 0 2 2172
"55_73" 4 8 1 954
"55_74" 4 6 1 1253
"55_75" 7 9 2 877
"55_76" 3 5 1 1253
"55_77" 0 4 1 2110
"55_78" 4 2 2 1871
"55_79" 6 4 2 1033
"55_80" 7 7 2 7145
"55_81" 2 2 1 5064
"55_82" 9 7 2 1828
"55_83" 6 7 2 2454
"55_84" 7 10 1 1133
"55_85" 7 6 2 3108
"55_86" 3 4 2 1452
"55_87" 5 4 1 1216
"55_88" 1 2 2 1618
"55_89" 3 5 1 1353
"55_90" 7 3 2 859
"55_91" 7 10 1 1511
"55_92" 5 4 2 1575
"55_93" 5 5 2 2366
"55_94" 6 3 2 1116
"55_95" 5 10 1 875
"55_96" 7 3 2 1373
"55_97" 7 3 2 1058
"55_98" 9 8 2 4545
"55_99" 0 2 1 1075
"55_100" 10 6 2 837
"56_1" 3 0 2 1913
"56_2" 2 1 1 2387
"56_3" 1 1 2 1196
"56_4" 2 1 1 3046
"56_5" 1 3 1 1315
"56_6" 0 0 1 1791
"56_7" 0 1 2 1099
"56_8" 4 4 1 518
"56_9" 3 2 2 923
"56_10" 0 2 1 1196
"56_11" 0 0 2 3062
"56_12" 3 1 1 2963
"56_13" 1 1 2 1610
"56_14" 2 3 2 2413
"56_15" 1 1 2 4469
"56_16" 1 0 2 1909
"56_17" 0 0 2 1474
"56_18" 3 1 2 1515
"56_19" 0 1 2 2213
"56_20" 0 2 1 4241
"56_21" 2 0 2 1556
"56_22" 0 0 2 1779
"56_23" 1 0 1 2109
"56_24" 0 4 1 1153
"56_25" 3 2 2 3132
"56_26" 0 5 1 777
"56_27" 1 1 2 893
"56_28" 0 4 1 1296
"56_29" 0 3 1 559
"56_30" 0 1 2 1194
"56_31" 3 2 2 1092
"56_32" 3 4 1 1907
"56_33" 3 1 2 4636
"56_34" 0 0 1 1159
"56_35" 2 2 1 617
"56_36" 3 4 1 698
"56_37" 1 5 1 2728
"56_38" 1 2 1 1698
"56_39" 3 4 1 916
"56_40" 1 1 2 1570
"56_41" 2 0 2 777
"56_42" 4 4 1 575
"56_43" 1 0 2 1254
"56_44" 4 3 2 718
"56_45" 4 2 1 3699
"56_46" 0 4 1 1786
"56_47" 0 3 1 1347
"56_48" 0 2 1 2188
"56_49" 0 1 1 937
"56_50" 1 2 1 2214
"56_51" 2 0 2 894
"56_52" 2 1 1 2086
"56_53" 1 0 2 830
"56_54" 2 2 2 2031
"56_55" 3 1 2 2151
"56_56" 2 1 2 1074
"56_57" 0 1 2 4422
"56_58" 2 4 1 1071
"56_59" 2 2 2 1191
"56_60" 3 4 2 1749
"56_61" 1 1 1 4784
"56_62" 1 0 1 738
"56_63" 2 0 2 1612
"56_64" 1 3 1 2887
"56_65" 2 4 1 1400
"56_66" 2 2 2 5000
"56_67" 2 2 1 2429
"56_68" 1 2 1 740
"56_69" 0 3 1 492
"56_70" 2 2 1 654
"56_71" 3 0 2 875
"56_72" 1 2 1 814
"56_73" 0 2 2 3229
"56_74" 4 1 2 1678
"56_75" 2 2 1 1788
"56_76" 0 3 2 1266
"56_77" 3 3 2 1434
"56_78" 2 0 2 1093
"56_79" 2 4 1 1220
"56_80" 4 2 2 617
"56_81" 0 1 1 2038
"56_82" 0 2 1 697
"56_83" 0 3 1 3286
"56_84" 0 4 1 1389
"56_85" 0 3 1 732
"56_86" 1 1 1 1312
"56_87" 2 3 2 3426
"56_88" 2 1 1 4332
"56_89" 0 1 2 843
"56_90" 3 1 2 1812
"56_91" 2 2 2 5037
"56_92" 0 1 1 1329
"56_93" 2 4 1 1186
"56_94" 0 2 2 1431
"56_95" 1 3 1 1648
"56_96" 4 1 2 870
"56_97" 2 0 1 2237
"56_98" 1 4 1 2578
"56_99" 1 1 2 5402
"56_100" 0 1 1 1174
